wrestler_id,wrestler_name,brand,debut_year,years_active,total_matches,world_title_reigns,secondary_title_reigns,tag_title_reigns,total_title_reigns,current_champion,win_rate,finisher_popularity,social_media_followers_millions,main_evented_ppv,age,weight_class,popularity_tier
452,Marcus Harrison,NWA,2022,3,119,2,0,2,4,0,0.46,2.13,2.17,17,33,Cruiserweight,Upper Midcard
453,Ivy Black,CMLL,2010,15,720,4,3,3,10,0,0.42,3.5,0.61,21,36,Heavyweight,Enhancement
454,Isabella Storm,PWG,2018,7,484,2,0,3,5,0,0.82,0.44,0.38,26,34,Openweight,Main Eventer
455,Nick Black,MLW,2006,19,604,0,1,5,6,0,0.55,2.01,2.02,6,39,Cruiserweight,Upper Midcard
456,Sierra Martinez,Indie,2018,7,705,2,3,5,10,0,0.42,0.54,0.03,16,37,Junior Heavyweight,Enhancement
457,Blake King,ROH,2011,14,64,0,2,0,2,0,0.76,1.25,2.46,12,40,Women's,Main Eventer
458,Taylor Rider,MLW,2005,20,152,1,3,2,6,0,0.3,4.99,2.35,4,45,Heavyweight,Main Eventer
459,Chris Blade,NJPW,2023,2,683,3,1,0,4,0,0.72,4.31,3.13,22,27,Openweight,Main Eventer
460,Dahlia Reyes,MLW,2014,11,444,4,3,3,10,0,0.32,3.06,2.02,27,37,Cruiserweight,Upper Midcard
461,Becky Morales,NWA,2011,14,48,4,3,5,12,0,0.58,4.81,0.28,23,32,Openweight,Upper Midcard
462,Yumi Cruz,Impact,2002,23,634,0,1,3,4,0,0.63,3.38,2.39,17,49,Openweight,Main Eventer
463,Dahlia King,Impact,2010,15,21,3,3,4,10,0,0.57,1.72,1.24,25,41,Women's,Upper Midcard
464,Lance King,Impact,2022,3,777,2,2,0,4,0,0.58,2.91,2.3,9,30,Openweight,Main Eventer
465,Dante Blade,AEW,2016,9,294,2,1,4,7,0,0.76,0.17,0.39,5,28,Openweight,Main Eventer
466,Riley Santos,ROH,2022,3,506,1,0,2,3,0,0.83,3.02,2.88,26,24,Junior Heavyweight,Main Eventer
467,Ivy Rivera,MLW,2021,4,753,1,1,4,6,0,0.42,3.25,2.64,3,29,Heavyweight,Main Eventer
468,Yumi Harrison,ROH,2015,10,497,4,1,3,8,0,0.45,1.39,1.86,13,32,Heavyweight,Upper Midcard
469,Sakura Harrison,Impact,2021,4,552,0,0,4,4,0,0.82,2.22,3.21,27,27,Women's,Main Eventer
470,Evan Santos,Stardom,2003,22,680,4,3,3,10,0,0.69,3.7,2.06,6,44,Openweight,Upper Midcard
471,Riley Garcia,Stardom,2017,8,698,0,0,0,0,0,0.54,3.46,1.23,23,26,Women's,Upper Midcard
472,Jordan King,Impact,2000,25,104,0,1,4,5,0,0.66,0.69,3.0,4,52,Junior Heavyweight,Main Eventer
473,Emma Fletcher,Indie,2005,20,722,1,2,2,5,0,0.81,3.23,3.23,8,39,Junior Heavyweight,Main Eventer
474,Sierra Santos,Indie,2005,20,85,2,0,3,5,0,0.85,1.37,2.84,5,50,Junior Heavyweight,Main Eventer
475,Isabella Watson,NJPW,2006,19,412,1,3,0,4,0,0.7,1.17,2.25,29,46,Junior Heavyweight,Main Eventer
476,Marcus King,Impact,2002,23,595,2,3,0,5,0,0.3,3.24,3.27,21,42,Junior Heavyweight,Main Eventer
477,Miguel Valen,Impact,2010,15,598,0,3,3,6,0,0.75,3.93,2.75,17,39,Cruiserweight,Main Eventer
478,Emma Vega,AEW,2011,14,708,2,3,0,5,0,0.82,0.54,1.87,30,37,Women's,Main Eventer
479,Yumi Costello,NJPW,2009,16,217,1,0,3,4,0,0.39,2.01,0.37,22,44,Women's,Enhancement
480,Sakura Ricci,CMLL,2006,19,46,1,0,5,6,0,0.36,2.0,2.77,20,39,Women's,Main Eventer
481,Sakura Stone,CMLL,2001,24,67,2,0,3,5,0,0.72,3.37,1.6,21,47,Openweight,Upper Midcard
482,Olivia Rivera,ROH,2002,23,763,1,3,5,9,1,0.79,3.13,0.85,20,41,Cruiserweight,Main Eventer
483,Riley Fox,AEW,2001,24,109,3,1,4,8,0,0.73,0.66,2.08,19,46,Cruiserweight,Main Eventer
484,Jordan Murphy,NJPW,2010,15,765,3,2,0,5,0,0.57,0.77,2.93,25,45,Cruiserweight,Main Eventer
485,Olivia Reyes,AEW,2010,15,133,2,1,3,6,0,0.44,0.91,0.85,18,34,Heavyweight,Enhancement
486,Marcus Fletcher,ROH,2020,5,395,1,0,3,4,0,0.2,4.64,2.47,18,32,Women's,Main Eventer
487,Miguel Fox,MLW,2008,17,471,3,1,1,5,0,0.22,0.98,1.75,30,43,Heavyweight,Upper Midcard
488,Kira Stone,Indie,2017,8,206,0,0,4,4,0,0.69,2.74,0.77,24,29,Cruiserweight,Upper Midcard
489,Nick Molina,Impact,2003,22,162,3,3,1,7,0,0.8,0.36,1.27,6,52,Junior Heavyweight,Main Eventer
490,Rosa Knight,Impact,2014,11,116,0,1,1,2,0,0.52,0.67,3.13,23,29,Junior Heavyweight,Main Eventer
491,Olivia Garcia,PWG,2013,12,775,2,1,0,3,0,0.26,3.71,3.04,12,33,Cruiserweight,Main Eventer
492,Valentina Morales,NJPW,2015,10,456,1,1,4,6,0,0.45,0.77,2.52,20,28,Women's,Main Eventer
493,Carlos King,Impact,2022,3,71,2,1,0,3,0,0.5,0.94,1.2,28,30,Women's,Upper Midcard
494,Dahlia Hall,PWG,2005,20,576,1,0,3,4,0,0.52,4.98,2.07,26,47,Junior Heavyweight,Upper Midcard
495,Alex Ricci,Impact,2013,12,262,1,2,3,6,0,0.78,3.0,0.52,18,41,Heavyweight,Main Eventer
496,Sam King,MLW,2015,10,797,4,0,3,7,0,0.51,4.01,2.87,14,39,Junior Heavyweight,Main Eventer
497,Dante Vega,AAA,2000,25,759,3,1,1,5,0,0.36,4.99,0.06,21,54,Women's,Enhancement
498,Yumi Grimes,ROH,2018,7,607,0,3,3,6,0,0.77,2.09,2.76,11,36,Junior Heavyweight,Main Eventer
499,Alex Grimes,Indie,2020,5,404,2,0,2,4,0,0.38,4.74,1.9,25,24,Cruiserweight,Upper Midcard
500,Dante Knight,Indie,2010,15,66,4,2,0,6,0,0.44,3.13,1.28,5,44,Openweight,Upper Midcard
